#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
NBPF10	100132406	76	74	#	2	614000	#	#
NBPF11	200030	161	149	#	2	614001	#	#
NBPF26	101060684	2	2	#	2	#	#	#
NBR2	10230	27	27	#	2	#	#	#
NCALD	83988	25	25	#	2	606722	#	#
NCAM2	4685	59	53	#	2	602040	#	#
NCOR1	9611	22	22	1	2	600849	0	1
NDOR1	27158	47	45	#	2	606073	#	#
NDUFA13	51079	7	7	3	2	609435	0	1
NDUFA2	4695	28	27	20	2	602137	1	10
NDUFA9	4704	56	54	28	2	603834	1	5
NDUFB9	4715	42	41	14	2	601445	1	1
NDUFV2-AS1	101927275	68	60	#	2	#	#	#
NEFH	4744	41	39	25	2	162230	0	1
NEGR1	257194	17	17	#	2	613173	#	#
NEUROG3	50674	10	10	4	2	604882	#	#
NGF	4803	24	23	21	2	162030	1	12
NKX2-6	137814	50	50	2	2	611770	#	#
NOL4L	140688	9	9	#	2	#	#	#
NOP56	10528	29	29	8	2	614154	#	#
NPPA	4878	43	40	11	2	108780	1	2
NPPA-AS1	100379251	36	33	#	2	#	#	#
NR0B2	8431	8	8	4	2	604630	0	1
NRG4	145957	13	13	#	2	610894	#	#
NSF	4905	38	38	#	2	601633	#	#
NSMCE3	56160	78	74	4	2	608243	#	#
NTRK2	4915	30	28	4	2	600456	#	#
NUDC	10726	8	8	#	2	610325	#	#
NUP62	23636	12	12	7	2	605815	0	2
NUP98	4928	11	11	#	2	601021	#	#
OCM	654231	34	34	#	2	164795	#	#
OGDHL	55753	30	30	2	2	#	0	1
OPRM1	4988	26	16	12	2	600018	#	#
OSBPL2	9885	12	11	2	2	606731	#	#
P2RX2	22953	43	43	23	2	600844	0	3
P2RX6	9127	255	229	#	2	608077	#	#
PACS1	55690	21	15	19	2	607492	0	6
PAK5	57144	20	20	#	2	608038	#	#
PCDHB@	56116	20	20	#	2	604967	#	#
PDE4DIP	9659	57	56	#	2	608117	#	#
PDE6H	5149	41	39	16	2	601190	0	7
PDGFD	80310	9	9	#	2	609673	#	#
PDGFRL	5157	54	54	2	2	604584	#	#
PDXDC1	23042	122	119	#	2	614244	#	#
PDZRN3	23024	9	9	1	2	609729	#	#
PET100	100131801	14	12	7	2	614770	#	#
PEX11B	8799	118	113	3	2	603867	0	1
PHACTR2	9749	7	7	1	2	608724	#	#
PHF14	9678	25	25	#	2	#	#	#
PHF21A	51317	10	10	#	2	608325	#	#
PHKA2-AS1	100132163	92	85	#	2	#	#	#
PHYKPL	85007	21	21	2	2	614683	#	#
PIBF1	10464	45	44	2	2	607532	#	#
PIGY	84992	13	13	2	2	610662	#	#
PIH1D3	139212	130	124	2	2	300933	#	#
PIK3C2G	5288	37	37	7	2	609001	0	7
PITPNC1	26207	9	9	#	2	605134	#	#
PKD1L1	168507	14	12	4	2	609721	#	#
PLCG1-AS1	101927117	5	6	#	2	#	#	#
PLCL1	5334	21	21	#	2	600597	#	#
PLEKHA5	54477	26	26	#	2	607770	#	#
PLK4	10733	17	17	5	2	605031	0	3
PLOD3	8985	12	12	2	2	603066	#	#
PLPP4	196051	18	18	#	2	#	#	#
PLUT	100861550	41	29	#	2	#	#	#
PLXNA4	91584	21	21	#	2	604280	#	#
PLXNB3	5365	165	159	#	2	300214	#	#
PMVK	10654	6	6	2	2	607622	#	#
PNPLA1	285848	45	40	44	2	612121	0	24
POC1A	25886	13	12	10	2	614783	0	3
POFUT1	23509	10	10	2	2	607491	#	#
POLA1	5422	124	118	2	2	312040	#	#
POLR1A	25885	14	14	3	2	616404	0	1
POLR2A	5430	13	13	#	2	180660	#	#
POLR3K	51728	27	27	#	2	606007	#	#
POMGNT2	84892	33	24	30	2	614828	0	2
POU6F2	11281	14	14	2	2	609062	#	#
PPP1R13B	23368	36	36	1	2	606455	#	#
PPP1R7	5510	65	65	#	2	602877	#	#
PPP1R9A	55607	8	8	#	2	602468	#	#
PRB3	5544	24	24	2	2	168840	#	#
PRIM2	5558	5	5	#	2	176636	#	#
PRKACA	5566	13	11	4	2	601639	#	#
PRKD1	5587	18	18	4	2	605435	0	2
PRKG1	5592	51	40	37	2	176894	1	7
PRKRA	8575	57	53	44	2	603424	0	17
PROSER1	80209	34	33	#	2	#	#	#
PRPF4	9128	28	26	2	2	607795	#	#
PRPSAP2	5636	75	73	#	2	603762	#	#
PSENEN	55851	7	7	2	2	607632	#	#
PTGIS	5740	8	7	2	2	601699	#	#
PTPN14	5784	12	12	1	2	603155	#	#
PTPRJ	5795	18	18	3	2	600925	#	#
PTPRT	11122	13	13	3	2	608712	0	2
PTRH2	51651	15	14	7	2	608625	#	#
PUS3	83480	49	49	1	2	616283	#	#
PYURF	100996939	13	13	#	2	#	#	#
QPRT	23475	160	147	#	2	606248	#	#
RAB11FIP1	80223	38	38	#	2	608737	#	#
RAB33B	83452	60	60	49	2	605950	0	34
RAD21L1	642636	36	36	#	2	#	#	#
RAD51B	5890	17	17	10	2	602948	0	2
RAD54B	25788	23	23	2	2	604289	#	#
RAVER1	125950	8	8	#	2	609950	#	#
RB1CC1	9821	24	24	2	2	606837	#	#
RBAK	57786	29	29	1	2	608191	0	1
RBAK-RBAKDN	100533952	29	29	#	2	#	#	#
RBPJ	3516	17	17	2	2	147183	#	#
RDH11	51109	8	6	4	2	607849	#	#
REPS2	9185	127	121	#	2	300317	#	#
RFLNB	359845	56	55	#	2	615928	#	#
RGS9	8787	17	17	9	2	604067	0	5
RHBDF2	79651	87	87	80	2	614404	0	26
RHD	6007	12	18	6	2	111680	#	#
RHEB	6009	53	47	#	2	601293	#	#
RIC1	57589	109	107	#	2	610354	#	#
RNASEL	6041	17	17	3	2	180435	#	#
RNF121	55298	4	4	#	2	#	#	#
RNF138	51444	28	25	#	2	616319	#	#
RNF170	81790	38	38	3	2	614649	0	1
RNF219-AS1	100874222	39	38	#	2	#	#	#
RNF220	55182	7	7	#	2	616136	#	#
RNF43	54894	13	12	3	2	612482	#	#
ROS1	6098	14	14	#	2	165020	#	#
RPIA	22934	25	25	18	2	180430	0	12
RPL15	6138	12	12	2	2	604174	#	#
RPS10-NUDT3	100529239	24	23	#	2	#	#	#
RPS29	6235	7	7	2	2	603633	#	#
RPS4Y1	6192	39	39	#	2	470000	#	#
RPS7	6201	39	38	20	2	603658	0	9
RPUSD3	285367	31	31	2	2	#	#	#
RRN3	54700	118	115	#	2	605121	#	#
RSPRY1	89970	11	11	2	2	616585	#	#
RSRP1	57035	10	15	#	2	#	#	#
RTN4IP1	84816	16	16	2	2	610502	#	#
RTN4RL1	146760	44	44	#	2	610461	#	#
RUBCN	9711	40	40	6	2	613516	0	1
S1PR2	9294	9	7	4	2	605111	#	#
SAA1	6288	5	5	2	2	104750	#	#
SAMD11	148398	93	91	#	2	616765	#	#
SAMD9L	219285	8	8	2	2	611170	#	#
SBNO2	22904	22	22	#	2	615729	#	#
SCN2B	6327	24	23	12	2	601327	0	8
SEC23A	10484	19	19	2	2	610511	#	#
SEC61A1	29927	10	10	2	2	609213	#	#
SELP	6403	14	14	3	2	173610	#	#
SEMA6D	80031	7	7	#	2	609295	#	#
SERPINE1	5054	50	49	40	2	173360	1	25
SF3B2	10992	12	3	#	2	605591	#	#
SFTPA2	729238	14	14	10	2	178642	0	1
SGCZ	137868	64	64	#	2	608113	#	#
SH2B3	10019	7	7	4	2	605093	#	#
SH3BP4	23677	32	32	#	2	605611	#	#
SH3KBP1	30011	128	121	2	2	300374	0	1
SHOC2	8036	123	84	109	2	602775	2	29
SIMC1	375484	29	27	#	2	#	#	#
SIPA1L3	23094	11	11	3	2	616655	0	2
SIRT3	23410	16	16	#	2	604481	#	#
SIX6	4990	30	28	22	2	606326	0	15
SLC10A2	6555	56	56	2	2	601295	#	#
SLC16A12	387700	10	10	4	2	611910	0	2
SLC17A9	63910	22	21	2	2	612107	#	#
SLC18A3	6572	31	31	2	2	600336	#	#
SLC22A3	6581	18	17	#	2	604842	#	#
SLC23A2	9962	23	23	#	2	603791	#	#
SLC25A12	8604	51	49	40	2	603667	1	29
SLC25A3	5250	41	38	37	2	600370	1	18
SLC25A32	81034	26	26	3	2	610815	0	1
SLC25A33	84275	32	32	#	2	610816	#	#
SLC26A5	375611	71	60	60	2	604943	3	29
SLC30A2	7780	4	4	3	2	609617	0	1
SLC35A3	23443	8	8	2	2	605632	#	#
SLC35F1	222553	18	18	#	2	#	#	#
SLC35F4	341880	8	8	#	2	#	#	#
SLC36A2	153201	10	8	4	2	608331	#	#
SLC38A11	151258	11	11	#	2	616526	#	#
SLC38A5	92745	123	117	1	2	300649	0	1
SLC39A10	57181	17	17	#	2	608733	#	#
SLC39A13	91252	31	28	24	2	608735	1	8
SLC39A5	283375	4	4	2	2	608730	#	#
SLC52A1	55065	16	16	2	2	607883	#	#
SLC6A17	388662	9	9	3	2	610299	#	#
SLC7A5	8140	33	33	#	2	600182	#	#
SLC9A3R1	9368	14	14	7	2	604990	0	4
SLC9B1	150159	6	6	#	2	611527	#	#
SLCO1B3	28234	93	88	62	2	605495	0	40
SLITRK1	114798	106	102	61	2	609678	0	51
SLMO2-ATP5E	100533975	15	14	#	2	#	#	#
SMG9	56006	7	5	4	2	613176	#	#
SMPD3	55512	15	15	#	2	605777	#	#
SNAI2	6591	52	35	36	2	602150	0	17
SNAP25	6616	21	21	2	2	600322	#	#
SNCB	6620	32	30	2	2	602569	#	#
SND1	27044	17	17	1	2	602181	#	#
SNRPE	6635	5	5	2	2	128260	#	#
SNRPN	6638	263	253	27	2	182279	0	22
SNTA1	6640	181	112	176	2	601017	8	67
SNX10	29887	18	18	2	2	614780	#	#
SNX25	83891	74	74	#	2	#	#	#
SNX9	51429	16	16	#	2	605952	#	#
SOHLH1	402381	41	39	2	2	610224	#	#
SORL1	6653	26	26	1	2	602005	#	#
SOX17	64321	21	20	4	2	610928	1	0
SPARC	6678	8	8	2	2	182120	#	#
SPEF2	79925	12	12	#	2	610172	#	#
SPRY4	81848	14	13	5	2	607984	1	0
SPSB1	80176	34	34	#	2	611657	#	#
SRC	6714	22	20	5	2	190090	0	1
SRD5A3-AS1	100506462	62	59	#	2	#	#	#
SRFBP1	153443	18	17	#	2	610479	#	#
SRGAP1	57522	7	7	3	2	606523	#	#
SRGAP2B	647135	27	27	#	2	614703	#	#
SRGAP3	9901	36	36	#	2	606525	#	#
SRP72	6731	71	70	61	2	602122	0	24
ST8SIA5	29906	31	28	#	2	607162	#	#
STARD13	90627	34	33	#	2	609866	#	#
STAT2	6773	6	6	4	2	600556	0	2
STN1	79991	14	14	2	2	613128	#	#
STRADA	92335	13	13	4	2	608626	0	2
STX7	8417	4	4	1	2	603217	#	#
SUPT3H	8464	15	15	#	2	602947	#	#
SUSD4	55061	15	15	#	2	615827	#	#
SYNE1-AS1	100505475	29	26	#	2	#	#	#
SYNE2	23224	661	509	649	2	608442	25	241
TAF6	6878	17	14	7	2	602955	0	1
TAOK3	51347	10	10	1	2	616711	0	1
TAP1	6890	5	5	4	2	170260	#	#
TAP2	6891	7	7	5	2	170261	#	#
TAPT1	202018	26	26	2	2	612758	#	#
TARS2	80222	28	28	24	2	612805	#	#
TASP1	55617	22	22	#	2	608270	#	#
TBL1X	6907	140	134	1	2	300196	0	1
TBX15	6913	11	11	5	2	604127	0	3
TCAF1	9747	42	41	#	2	616251	#	#
TCF20	6942	19	18	1	2	603107	#	#
TDP2	51567	8	8	3	2	605764	0	1
TDRD9	122402	37	37	#	2	#	#	#
TECR	9524	22	22	10	2	610057	0	4
TECRL	253017	9	9	2	2	617242	#	#
THSD1	55901	38	37	2	2	616821	#	#
THSD7B	80731	13	13	#	2	#	#	#
TIAM1	7074	51	45	#	2	600687	#	#
TIMP2	7077	12	12	#	2	188825	#	#
TM4SF20	79853	16	16	2	2	615404	#	#
TMC8	147138	11	11	2	2	605829	#	#
TMCC1	23023	8	8	#	2	616242	#	#
TMEFF2	23671	15	15	#	2	605734	#	#
TMEM17	200728	10	10	#	2	614950	#	#
TMEM185A	84548	157	151	#	2	300031	#	#
TMEM38B	55151	35	33	1	2	611236	#	#
TMEM51	55092	25	25	#	2	#	#	#
TNF	7124	19	9	17	2	191160	#	#
TNNT1	7138	100	55	85	2	191041	1	9
TOM1	10043	12	11	#	2	604700	#	#
TOP1	7150	5	6	2	2	126420	#	#
TOP3B	8940	76	72	#	2	603582	#	#
TP53BP2	7159	16	16	#	2	602143	#	#
TRAIP	10293	5	5	2	2	605958	#	#
TRAPPC2L	51693	49	49	#	2	610970	#	#
TRHR	7201	26	26	2	2	188545	#	#
TRIM16	10626	14	14	#	2	609505	#	#
TRIM44	54765	12	12	1	2	612298	#	#
TRIM50	135892	73	73	#	2	612548	#	#
TRIM52	84851	19	19	#	2	#	#	#
TRMT10A	93587	9	9	2	2	616013	#	#
TRMT10C	54931	7	7	2	2	615423	#	#
TRPC4	7223	36	35	1	2	603651	0	1
TRPV1	7442	39	36	1	2	602076	#	#
TSG101	7251	6	6	1	2	601387	#	#
TSHZ1	10194	191	187	112	2	614427	0	43
TTC1	7265	9	9	#	2	601963	#	#
TTC21B-AS1	100506134	35	23	#	2	#	#	#
TTC23	64927	61	61	#	2	#	#	#
TTC25	83538	7	7	2	2	617095	#	#
TTC39B	158219	70	68	#	2	613574	#	#
TTC6	319089	21	21	#	2	#	#	#
TTI2	80185	42	42	2	2	614426	#	#
TTTY14	83869	64	63	#	2	#	#	#
TUBB1	81027	10	9	2	2	612901	#	#
TUSC5	286753	68	68	#	2	612211	#	#
TXNDC15	79770	11	11	2	2	#	#	#
TYW1B	441250	22	22	#	2	#	#	#
TYW5	129450	21	21	#	2	#	#	#
UBE2T	29089	6	6	2	2	610538	#	#
UBQLN1	29979	21	19	#	2	605046	#	#
UCP3	7352	12	10	6	2	602044	2	0
UFSP2	55325	77	77	2	2	611482	#	#
UHRF1	29128	7	7	#	2	607990	#	#
UMPS	7372	153	142	143	2	613891	0	82
UNC5D	137970	41	41	#	2	616466	#	#
UQCRC2	7385	74	69	15	2	191329	#	#
URB1	9875	58	52	#	2	608865	#	#
UROC1	131669	15	15	6	2	613012	0	2
USP19	10869	6	6	3	2	614471	#	#
USP27X	389856	123	117	3	2	300975	0	1
USP34	9736	17	17	#	2	615295	#	#
USP35	57558	5	5	#	2	#	#	#
USP42	84132	25	25	#	2	#	#	#
UTY	7404	44	44	#	2	400009	#	#
VAPB	9217	240	122	233	2	605704	0	63
VARS	7407	2	2	#	2	192150	#	#
VAV2	7410	33	31	#	2	600428	#	#
VCPIP1	80124	18	18	#	2	611745	#	#
VEPH1	79674	14	14	#	2	609594	#	#
VIM	7431	12	11	3	2	193060	#	#
VIM-AS1	100507347	10	9	#	2	#	#	#
VLDLR-AS1	401491	134	123	#	2	#	#	#
VPS33A	65082	16	16	1	2	610034	#	#
VPS35	55737	57	52	44	2	601501	1	31
VPS45	11311	10	10	4	2	610035	0	1
VSX1	30813	66	61	52	2	605020	2	13
WARS2	10352	8	8	2	2	604733	#	#
WASHC2C	253725	17	17	#	2	613631	#	#
WDFY3	23001	22	22	3	2	#	0	3
WDR64	128025	52	51	#	2	#	#	#
WIPF1	7456	22	22	4	2	602357	0	2
WNT3	7473	20	20	12	2	165330	0	9
XKR6	286046	71	71	#	2	#	#	#
XYLT2	64132	11	11	3	2	608125	#	#
YAP1	10413	11	11	2	2	606608	#	#
ZC3H12B	340554	102	96	#	2	300889	#	#
ZC3H14	79882	25	25	15	2	613279	0	11
ZDHHC14	79683	24	24	#	2	#	#	#
ZFYVE28	57732	77	77	#	2	614176	#	#
ZNF652	22834	11	11	#	2	613907	#	#
ZNF687	57592	7	7	2	2	610568	#	#
ZNF711	7552	166	150	47	2	314990	0	15
ZNF718	255403	110	110	#	2	#	#	#
ZSWIM6	57688	14	13	6	2	615951	0	2
ZZEF1	23140	26	26	#	2	#	#	#
A1CF	29974	9	9	#	1	#	#	#
A2ML1	144568	111	103	91	1	610627	0	26
ABCA10	10349	9	9	#	1	612508	#	#
ABCA13	154664	14	14	4	1	607807	0	3
ABCA5	23461	11	10	2	1	612503	#	#
ABCB1	5243	27	12	22	1	171050	#	#
ABCC4	10257	53	52	3	1	605250	0	2
ABCC5	10057	26	26	1	1	605251	0	1
ABCC5-AS1	100873982	20	20	#	1	#	#	#
ABCD3	5825	10	10	5	1	170995	0	2
ABCF2	10061	43	43	#	1	612510	#	#
ABI1	10006	10	10	#	1	603050	#	#
ABL2	27	15	15	1	1	164690	0	1
ABLIM1	3983	17	17	#	1	602330	#	#
ABTB2	25841	13	13	#	1	#	#	#
ACACB	32	11	11	1	1	601557	#	#
ACAP1	9744	12	12	#	1	607763	#	#
ACBD3	64746	20	20	#	1	606809	#	#
ACER2	340485	55	53	#	1	613492	#	#
ACKR3	57007	42	42	#	1	610376	#	#
ACOT1	641371	12	12	1	1	614313	#	#
ACOXL	55289	30	27	#	1	#	#	#
ACP6	51205	191	179	2	1	611471	#	#
ACTL6B	51412	11	11	#	1	612458	#	#
ACTRT3	84517	19	19	#	1	608534	#	#
ACVR2B	93	175	163	171	1	602730	1	89
ADAL	161823	9	9	#	1	#	#	#
ADAM11	4185	8	8	#	1	155120	#	#
ADAM12	8038	37	37	#	1	602714	#	#
ADAM17	6868	15	15	2	1	603639	#	#
ADAM2	2515	37	37	#	1	601533	#	#
ADAM23	8745	15	15	#	1	603710	#	#
ADAMTS3	9508	11	11	1	1	605011	0	1
ADAMTS6	11174	7	7	#	1	605008	#	#
ADAMTSL3	57188	22	22	#	1	609199	#	#
ADAT3	113179	18	16	3	1	615302	#	#
ADCY1	107	14	13	3	1	103072	0	1
ADD3	120	18	17	2	1	601568	#	#
ADGB	79747	8	8	#	1	614630	#	#
ADGRA3	166647	16	16	#	1	612303	#	#
ADGRD1	283383	13	13	#	1	613639	#	#
ADGRG4	139378	131	125	#	1	#	#	#
ADIPOQ-AS1	100874095	19	19	#	1	#	#	#
AFTPH	54812	5	5	#	1	#	#	#
AGAP3	116988	43	43	1	1	616813	0	1
AGBL2	79841	8	8	#	1	617345	#	#
AGBL3	340351	20	20	#	1	617346	#	#
AGPAT4	56895	25	24	#	1	614795	#	#
AHCYL2	23382	16	16	#	1	616520	#	#
AIFM3	150209	257	231	#	1	617298	#	#
AIMP2	7965	31	31	1	1	600859	#	#
AK8	158067	29	27	#	1	615365	#	#
AK9	221264	13	13	#	1	615358	#	#
AKAP8	10270	8	8	1	1	604692	#	#
ALCAM	214	9	9	#	1	601662	#	#
ALDH1B1	219	68	66	24	1	100670	0	10
ALDH2	217	13	9	5	1	100650	#	#
ALG5	29880	32	31	#	1	604565	#	#
ALX1	8092	11	10	4	1	601527	0	1
AMOT	154796	124	118	1	1	300410	#	#
AMPD3	272	71	69	67	1	102772	0	46
ANAPC10	10393	15	15	#	1	613745	#	#
ANAPC15	25906	46	42	#	1	614717	#	#
ANAPC5	51433	13	13	#	1	606948	#	#
ANGPT1	284	29	29	#	1	601667	#	#
ANGPT2	285	74	70	#	1	601922	#	#
ANKAR	150709	14	14	#	1	609803	#	#
ANKRD10	55608	67	66	#	1	#	#	#
ANKRD18B	441459	47	45	#	1	#	#	#
ANKRD36B	57730	10	10	#	1	#	#	#
ANKRD44	91526	17	17	#	1	#	#	#
ANKRD62	342850	56	50	#	1	#	#	#
ANLN	54443	16	16	6	1	616027	0	1
ANO6	196527	19	19	11	1	608663	#	#
ANPEP	290	23	23	#	1	151530	#	#
ANXA9	8416	4	4	#	1	603319	#	#
AP1S1	1174	11	11	1	1	603531	#	#
AP3D1	8943	13	13	1	1	607246	#	#
APC2	10297	13	13	1	1	612034	#	#
APCDD1	147495	65	58	1	1	607479	#	#
APOA2	336	14	14	9	1	107670	0	6
APOA4	337	14	14	4	1	107690	#	#
APOBEC3H	164668	15	14	#	1	610976	#	#
APPL2	55198	8	8	#	1	606231	#	#
AQP1	358	14	13	3	1	107776	#	#
ARHGAP10	79658	22	22	#	1	609746	#	#
ARHGAP15	55843	7	7	#	1	610578	#	#
ARHGAP21	57584	7	7	#	1	609870	#	#
ARHGAP28	79822	74	67	#	1	610592	#	#
ARHGAP32	9743	43	43	#	1	608541	#	#
ARHGAP35	2909	6	6	1	1	605277	0	1
ARHGAP45	23526	17	17	#	1	601155	#	#
ARHGEF12	23365	22	22	#	1	604763	#	#
ARHGEF6	9459	194	182	57	1	300267	0	27
ARID3A	1820	17	17	#	1	603265	#	#
ARID4B	51742	26	26	#	1	609696	#	#
ARL14EP	120534	13	12	2	1	612295	#	#
ARL16	339231	15	15	1	1	#	#	#
ARL17B	100506084	52	47	#	1	#	#	#
ARL6IP1	23204	9	9	1	1	607669	#	#
ARL8B	55207	45	45	#	1	616596	#	#
ARMC2	84071	10	10	#	1	#	#	#
ARNT2	9915	11	11	#	1	606036	#	#
ARRDC1	92714	57	55	#	1	#	#	#
ARRDC5	645432	6	6	#	1	#	#	#
ARSG	22901	9	9	#	1	610008	#	#
ARVCF	421	258	232	1	1	602269	#	#
AS3MT	57412	13	13	#	1	611806	#	#
ASAP1	50807	35	35	#	1	605953	#	#
ASB5	140458	44	44	#	1	615050	#	#
ASGR1	432	12	12	#	1	108360	#	#
ASH2L	9070	39	39	#	1	604782	#	#
ASIP	434	6	6	1	1	600201	#	#
ASMT	438	127	121	1	1	300015	0	1
ASMT	438	127	121	1	1	402500	0	1
ASPHD1	253982	165	152	#	1	#	#	#
ASTN1	460	12	12	#	1	600904	#	#
ATAD2	29028	23	23	#	1	611941	#	#
ATAD3B	83858	102	99	#	1	612317	#	#
ATCAY	85300	85	85	72	1	608179	0	51
ATF7	11016	6	6	#	1	606371	#	#
ATG4A	115201	127	121	#	1	300663	#	#
ATG4C	84938	14	14	#	1	611339	#	#
ATG7	10533	19	19	#	1	608760	#	#
ATL3	25923	6	6	5	1	609369	0	3
ATP10D	57205	11	11	#	1	#	#	#
ATP11C	286410	140	134	#	1	300516	#	#
ATP13A3	79572	27	27	#	1	610232	#	#
ATP13A5	344905	23	23	#	1	#	#	#
ATP5E	514	14	13	7	1	606153	0	1
ATP6V0D1	9114	18	18	#	1	607028	#	#
ATP6V1A	523	16	16	1	1	607027	#	#
ATP8A2	51761	38	36	11	1	605870	0	5
ATP8B4	79895	10	10	#	1	609123	#	#
ATRNL1	26033	20	20	#	1	612869	#	#
ATXN2	6311	16	15	12	1	601517	0	3
ATXN2L	11273	69	69	#	1	607931	#	#
ATXN7	6314	12	12	7	1	607640	#	#
ATXN7L1	222255	10	10	#	1	#	#	#
ATXN8	724066	1	1	1	1	613289	#	#
ATXN8OS	6315	45	43	2	1	603680	#	#
AURKAIP1	54998	94	92	#	1	609183	#	#
AVL9	23080	9	9	#	1	612927	#	#
AZIN2	113451	3	3	#	1	608353	#	#
B3GALT1	8708	12	12	1	1	603093	0	1
B3GALT2	8707	10	10	1	1	603018	#	#
B3GNT6	192134	5	5	1	1	615315	#	#
B3GNTL1	146712	38	38	#	1	615337	#	#
B4GALNT2	124872	12	12	#	1	111730	#	#
B4GALT1	2683	140	131	92	1	137060	3	64
B4GALT6	9331	27	24	#	1	604017	#	#
BAHCC1	57597	15	15	#	1	#	#	#
BANF1	8815	23	23	22	1	603811	0	18
BANF2	140836	12	12	#	1	#	#	#
BBIP1	92482	16	15	2	1	613605	#	#
BCL11B	64919	22	21	4	1	606558	0	1
BCL2L12	83596	5	4	#	1	610837	#	#
BCO1	53630	35	35	1	1	605748	#	#
BCRP4	616	45	44	#	1	113660	#	#
BDNF-AS	497258	20	13	#	1	611468	#	#
BDP1	55814	5	5	2	1	607012	0	1
BEAN1	146227	19	19	1	1	612051	#	#
BEGAIN	57596	26	26	#	1	#	#	#
BICD1	636	17	17	#	1	602204	#	#
BICRA	29998	6	6	#	1	605690	#	#
BIRC5	332	11	11	#	1	603352	#	#
BLNK	29760	9	9	2	1	604515	#	#
BLOC1S3	388552	57	43	54	1	609762	3	18
BLOC1S6	26258	40	40	34	1	604310	0	24
BMP2	650	32	29	13	1	112261	0	3
BMP7	655	13	12	3	1	112267	0	3
BMS1	9790	9	9	1	1	611448	#	#
BOK	666	68	68	#	1	605404	#	#
BOP1	23246	37	37	#	1	610596	#	#
BPIFB2	80341	7	7	#	1	614108	#	#
BPTF	2186	10	10	1	1	601819	0	1
BRD1	23774	63	61	#	1	604589	#	#
BRD7	29117	16	16	1	1	#	#	#
BRI3	25798	6	6	#	1	615628	#	#
C10orf90	118611	36	36	#	1	#	#	#
C11orf44	283171	45	45	#	1	#	#	#
C11orf49	79096	8	8	#	1	#	#	#
C11orf52	91894	4	4	#	1	#	#	#
C12orf4	57102	33	33	2	1	616082	0	1
C12orf40	283461	8	8	#	1	#	#	#
C12orf56	115749	5	5	#	1	#	#	#
C14orf37	145407	7	7	#	1	#	#	#
C16orf58	64755	23	23	1	1	#	0	1
C16orf74	404550	31	31	#	1	#	#	#
C17orf67	339210	10	10	1	1	#	0	1
C19orf53	28974	10	10	#	1	#	#	#
C1QA	712	3	3	1	1	120550	#	#
C1QB	713	3	3	1	1	120570	#	#
C1QTNF6	114904	19	18	#	1	614910	#	#
C1orf100	200159	70	68	#	1	#	#	#
C1orf105	92346	15	15	#	1	#	#	#
C1orf159	54991	93	91	#	1	#	#	#
C1orf43	25912	2	2	#	1	617428	#	#
C1orf74	148304	10	10	#	1	#	#	#
C20orf166-AS1	253868	10	9	#	1	#	#	#
C20orf187	728434	15	15	#	1	#	#	#
C21orf2	755	71	65	6	1	603191	0	1
C2CD6	151254	20	20	1	1	#	0	1
C2orf80	389073	18	17	#	1	615536	#	#
C2orf88	84281	49	46	#	1	615117	#	#
C2orf91	400950	7	7	#	1	#	#	#
C3AR1	719	25	25	2	1	605246	0	1
C3orf22	152065	8	8	#	1	#	#	#
C3orf70	285382	24	24	#	1	#	#	#
C3orf79	152118	11	11	#	1	#	#	#
C4A	720	12	12	1	1	120810	#	#
C4orf47	441054	77	77	#	1	#	#	#
C4orf50	389197	50	50	#	1	#	#	#
C5orf24	134553	9	9	#	1	#	#	#
C5orf64	285668	9	9	#	1	#	#	#
C5orf66	100996485	8	8	#	1	#	#	#
C6orf132	647024	5	5	#	1	#	#	#
C6orf163	206412	9	9	#	1	#	#	#
C7orf13	129790	55	55	#	1	610242	#	#
C8orf34	116328	19	19	1	1	#	#	#
CA10	56934	9	9	#	1	604642	#	#
CABIN1	23523	67	62	1	1	604251	0	1
CABP2	51475	8	8	1	1	607314	#	#
CACNA2D3	55799	12	12	#	1	606399	#	#
CACNA2D4	93589	202	166	162	1	608171	5	78
CACNB4	785	280	149	270	1	601949	6	60
CACNG2	10369	20	19	3	1	602911	0	1
CACUL1	143384	14	14	#	1	#	#	#
CADM1	23705	7	7	#	1	605686	#	#
CADM2	253559	19	19	#	1	609938	#	#
CALCOCO1	57658	5	5	#	1	#	#	#
CALCRL	10203	16	16	#	1	114190	#	#
CALD1	800	20	20	#	1	114213	#	#
CALHM1	255022	15	15	1	1	612234	#	#
CALR	811	14	13	2	1	109091	#	#
CALU	813	16	16	1	1	603420	#	#
CAMK1D	57118	17	17	#	1	607957	#	#
CAMK2N1	55450	10	10	#	1	614986	#	#
CAMKMT	79823	12	12	#	1	609559	#	#
CAPN9	10753	23	23	#	1	606401	#	#
CAPNS2	84290	8	8	#	1	616767	#	#
CARD8-AS1	100505812	4	4	#	1	#	#	#
CASC1	55259	26	24	#	1	616906	#	#
CASC15	401237	4	4	#	1	616610	#	#
CASP14	23581	8	8	1	1	605848	#	#
CASP5	838	9	9	#	1	602665	#	#
CASQ1	844	7	7	1	1	114250	#	#
CASZ1	54897	35	35	#	1	609895	#	#
CATSPER2	117155	22	21	1	1	607249	#	#
CBARP	255057	19	19	#	1	#	#	#
